texto,prioridad,area_destino
"Me acerco para pedir impuesto predial para una gestion bancaria, caso numero 467, solicito evaluacion",Baja,Rentas y Comercializacion
"Quisiera obtener autoavaluo porque debo regularizar una situacion pendiente, caso numero 468, presento todos los requisitos",Baja,Rentas y Comercializacion
"Estoy iniciando arbitrios antes de la fecha indicada, caso numero 469, por favor revisar el caso",Baja,Rentas y Comercializacion
"Corresponde gestionar fraccionamiento de deudas por motivos laborales, caso numero 470, espero la revision correspondiente",Media,Rentas y Comercializacion
"Solicito autorizacion de anuncios adjuntando documentos completos, caso numero 471, agradecere la atencion",Media,Rentas y Comercializacion
"Requiero licencia de edificacion modalidad A con la documentacion requerida, caso numero 472, adjunto informacion adicional",Media,Desarrollo Urbano y Obras
"Deseo tramitar licencia de edificacion modalidad B para uso personal, caso numero 473, agradezco su apoyo",Media,Desarrollo Urbano y Obras
"Necesito gestionar licencia de edificacion modalidad C a fin de cumplir la normativa, caso numero 474, quedo atento a respuesta",Media,Desarrollo Urbano y Obras
"Presento expediente para licencia de edificacion modalidad D para continuar otro procedimiento, caso numero 475, se incluyen sustentos",Alta,Desarrollo Urbano y Obras
"Vengo a solicitar constancia de posesion segun orientacion recibida, caso numero 476, requiero pronta atencion",Media,Desarrollo Urbano y Obras
"Me acerco para pedir certificado de parametros urbanisticos para una gestion bancaria, caso numero 477, solicito evaluacion",Baja,Desarrollo Urbano y Obras
"Quisiera obtener autorizacion de rotura de vias porque debo regularizar una situacion pendiente, caso numero 478, presento todos los requisitos",Media,Desarrollo Urbano y Obras
"Estoy iniciando ITSE basica antes de la fecha indicada, caso numero 479, por favor revisar el caso",Media,Gestion de Riesgos
"Corresponde gestionar ITSE de detalle por motivos laborales, caso numero 480, espero la revision correspondiente",Alta,Gestion de Riesgos
"Solicito acceso a informacion publica adjuntando documentos completos, caso numero 481, agradecere la atencion",Baja,Secretaria General
"Requiero recurso de apelacion con la documentacion requerida, caso numero 482, adjunto informacion adicional",Alta,Secretaria General
"Deseo tramitar recurso de reconsideracion para uso personal, caso numero 483, agradezco su apoyo",Media,Secretaria General
"Necesito gestionar inscripcion de nacimiento a fin de cumplir la normativa, caso numero 484, quedo atento a respuesta",Alta,Registro Civil
"Presento expediente para matrimonio civil para continuar otro procedimiento, caso numero 485, se incluyen sustentos",Media,Registro Civil
"Vengo a solicitar divorcio rapido segun orientacion recibida, caso numero 486, requiero pronta atencion",Media,Registro Civil
"Me acerco para pedir copias de actas para una gestion bancaria, caso numero 487, solicito evaluacion",Baja,Registro Civil
"Quisiera obtener acta de defuncion porque debo regularizar una situacion pendiente, caso numero 488, presento todos los requisitos",Media,Registro Civil
"Estoy iniciando licencia de funcionamiento antes de la fecha indicada, caso numero 489, por favor revisar el caso",Media,Rentas y Comercializacion
"Corresponde gestionar impuesto predial por motivos laborales, caso numero 490, espero la revision correspondiente",Baja,Rentas y Comercializacion
"Solicito autoavaluo adjuntando documentos completos, caso numero 491, agradecere la atencion",Baja,Rentas y Comercializacion
"Requiero arbitrios con la documentacion requerida, caso numero 492, adjunto informacion adicional",Baja,Rentas y Comercializacion
"Deseo tramitar fraccionamiento de deudas para uso personal, caso numero 493, agradezco su apoyo",Media,Rentas y Comercializacion
"Necesito gestionar autorizacion de anuncios a fin de cumplir la normativa, caso numero 494, quedo atento a respuesta",Media,Rentas y Comercializacion
"Presento expediente para licencia de edificacion modalidad A para continuar otro procedimiento, caso numero 495, se incluyen sustentos",Media,Desarrollo Urbano y Obras
"Vengo a solicitar licencia de edificacion modalidad B segun orientacion recibida, caso numero 496, requiero pronta atencion",Media,Desarrollo Urbano y Obras
"Me acerco para pedir licencia de edificacion modalidad C para una gestion bancaria, caso numero 497, solicito evaluacion",Media,Desarrollo Urbano y Obras
"Quisiera obtener licencia de edificacion modalidad D porque debo regularizar una situacion pendiente, caso numero 498, presento todos los requisitos",Alta,Desarrollo Urbano y Obras
"Estoy iniciando constancia de posesion antes de la fecha indicada, caso numero 499, por favor revisar el caso",Media,Desarrollo Urbano y Obras
"Corresponde gestionar certificado de parametros urbanisticos por motivos laborales, caso numero 500, espero la revision correspondiente",Baja,Desarrollo Urbano y Obras
